transaction_id,customer_id,account_type,branch_code,transaction_type,transaction_amount,transaction_date,channel,balance_after_transaction,merchant_category_code,geo_location
T101108,C12555,Savings,BR-010,Online Payment,83085,2025-01-29 09:39:09,Mobile Banking,389422,4473,"26.050875, 85.045242"
T101109,C10933,Business,BR-016,Online Payment,84156,2024-02-24 16:55:33,Internet,376146,9318,"28.393198, 80.532783"
T101110,C11510,Current,BR-004,Withdrawal,43403,2023-06-04 08:11:40,Qr,444441,2477,"27.364587, 86.410516"
T101111,C12680,Savings,BR-016,Withdrawal,59307,2024-12-07 03:40:34,Counter,170024,6413,"28.278033, 82.097877"
T101112,C11563,Current,BR-009,Transfer,75146,2024-06-17 05:14:47,Counter,101706,8618,"27.194907, 84.017763"
T101113,C10479,Current,BR-007,Transfer,29387,2024-05-29 16:40:43,Counter,169735,6594,"28.479866, 82.834186"
T101114,C10308,Savings,BR-007,Withdrawal,93809,2024-06-02 07:52:59,Atm,123019,1295,"29.225045, 81.750998"
T101115,C11544,Business,BR-002,Deposit,39811,2023-09-07 07:24:18,Qr,372852,8236,"28.037025, 85.894325"
T101116,C12055,Current,BR-015,Transfer,12054,2024-11-13 02:59:41,Internet,193453,9550,"26.337384, 87.217469"
T101117,C12669,Current,BR-008,Transfer,73440,2023-08-29 15:45:04,Atm,180001,4070,"28.678536, 83.209487"
T101118,C10981,Current,BR-018,Withdrawal,72201,2023-10-18 14:01:03,Mobile Banking,272487,3978,"27.919047, 85.117208"
T101119,C10458,Business,BR-010,Online Payment,71620,2024-02-15 10:53:10,Internet,339317,5529,"26.536434, 86.713809"
T101120,C12169,Business,BR-004,Transfer,87162 USD,2024-01-30 00:14:15,Internet,101260,9867,"26.331612, 81.330474"
T101121,C12992,Savings,BR-001,Online Payment,18674,2025-04-20 21:57:03,Counter,171863,6156,"29.489832, 82.157703"
T101122,C11747,Current,BR-016,Deposit,9284,2024-07-07 09:31:41,Atm,161206,9481,"27.007988, 87.963537"
T101123,C11387,Current,BR-003,Online Payment,19196,2024-07-17 01:08:49,Counter,179173,5535,"26.670689, 81.061386"
T101124,C12927,Savings,BR-003,Deposit,67828,2023-12-09 03:56:16,Counter,70443,4923,"27.947253, 82.627603"
T101125,C12875,Savings,BR-004,Transfer,34116,2023-11-06 04:26:51,Qr,231183,7969,"29.032576, 82.92999"
T101126,C11001,Business,BR-004,Transfer,11346,2024-04-22 19:20:12,Atm,320674,4601,"27.724757, 86.032511"
T101127,C12873,Current,BR-011,Transfer,45658,2024-10-06 16:13:02,Counter,441015,3687,"26.532068, 87.934631"
T101128,C12710,Current,BR-010,Deposit,18481,2024-12-21 23:21:31,Counter,136899,8134,"28.488696, 81.831145"
T101129,C11474,Current,BR-010,Withdrawal,36555,2023-12-20 17:35:11,Counter,97143,1152,"26.437136, 85.935341"
T101130,C11953,Current,BR-001,Transfer,92363,2024-10-01 12:39:04,Mobile Banking,194725,1625,"26.462591, 82.351408"
T101131,C10874,Business,BR-016,Deposit,4118,2024-03-11 15:48:24,Counter,145771,1368,"26.563337, 82.464746"
T101132,C10421,Current,BR-009,Withdrawal,11402,2023-06-18 18:10:28,Atm,497044,3280,"28.223422, 85.459977"
T101133,C10887,Current,BR-016,Deposit,67606,2024-02-07 17:23:36,Counter,485635,8804,"29.029273, 87.918553"
T101134,C11319,Business,BR-005,Deposit,41257,2024-01-31 11:04:19,Atm,377671,9591,"28.159629, 80.6619"
T101135,C11249,Current,BR-008,Online Payment,55017,2024-02-21 09:05:09,Qr,249044,2927,"27.099142, 84.933405"
T101136,C11163,Savings,BR-005,Deposit,92838 USD,2024-02-20 11:24:31,Mobile Banking,137385,4718,"27.545751, 84.105357"
T101137,C10906,Business,BR-018,Deposit,96746,2023-08-12 18:03:18,Atm,145670,7784,"27.485416, 80.884879"
T101138,C12994,Savings,BR-019,Online Payment,83222,2025-01-18 22:03:32,Mobile Banking,112362,5928,"27.93305, 87.400825"
T101139,C11186,Current,BR-012,Withdrawal,24619,2023-12-31 15:16:11,Mobile Banking,247517,7017,"28.651987, 87.643062"
T101140,C12012,Business,BR-020,Transfer,96909,2023-12-25 11:11:53,Atm,291951,9694,"26.006726, 80.295228"
T101141,C12210,Current,BR-017,Deposit,87587,2024-09-01 09:54:43,Mobile Banking,464639,2724,"26.527373, 85.716774"
T101142,C12931,Savings,BR-005,Withdrawal,56919,2023-11-24 02:36:39,Counter,201462,7712,"27.447451, 83.596963"
T101143,C12255,Savings,BR-007,Withdrawal,81010,2023-12-30 11:54:15,Mobile Banking,177298,7408,"28.479079, 82.950059"
T101144,C11772,Business,BR-006,Deposit,71424,2023-06-24 05:56:42,Internet,60550,9768,"28.833432, 83.149407"
T101145,C11550,Current,BR-007,Transfer,5508,2025-03-06 15:54:24,Internet,474288,6688,"27.932008, 83.936039"
T101146,C10939,Business,BR-016,Online Payment,59479 USD,2024-08-25 21:03:54,Internet,266702,3625,"28.842203, 85.690995"
T101147,C10908,Savings,BR-010,Deposit,25153,2024-05-20 13:24:49,Atm,469524,4203,"28.67136, 80.00706"
T101148,C11562,Current,BR-006,Deposit,9546,2024-09-13 15:10:42,Mobile Banking,313257,2512,"26.479955, 83.598256"
T101149,C11196,Savings,BR-003,Transfer,1022,2024-05-28 01:21:11,Qr,316143,1008,"28.260339, 85.23865"
T101150,C11911,Savings,BR-010,Transfer,98823,2024-05-12 09:15:47,Atm,187950,4433,"27.516531, 87.626971"
T101151,C12316,Current,BR-007,Withdrawal,51456,2025-05-26 14:08:52,Atm,430559,2516,"26.006012, 87.050575"
T101152,C12406,Current,BR-013,Deposit,10889,2024-02-01 12:25:04,Internet,59219,8603,"27.848906, 86.823529"
T101153,C12664,Current,BR-008,Withdrawal,97820,2024-04-08 21:29:56,Mobile Banking,167258,4946,"27.454961, 83.284821"
T101154,C10262,Savings,BR-003,Deposit,66756,2024-02-19 17:46:34,Counter,431182,8541,"26.754843, 81.991815"
T101155,C12903,Current,BR-004,Deposit,44128,2024-04-29 20:42:58,Atm,165841,3548,"28.721546, 86.028579"
T101156,C10213,Business,BR-011,Deposit,64584,2024-11-01 02:26:56,Internet,252004,8878,"26.678996, 83.339453"
T101157,C12638,Business,BR-004,Withdrawal,32254,2024-06-03 02:23:02,Internet,258336,1152,"29.581111, 86.755506"
T101158,C10313,Business,BR-004,Transfer,82970,2024-07-16 15:49:25,Counter,237495,4341,"26.175656, 85.481777"
T101159,C12807,Savings,BR-009,Withdrawal,2436,2024-11-09 07:24:18,Internet,54218,5387,"28.493276, 83.587402"
T101160,C12945,Business,BR-013,Withdrawal,67879,2025-03-25 21:44:07,Atm,282373,7856,"28.266369, 81.554464"
T101161,C11763,Savings,BR-004,Transfer,19129 USD,2024-03-30 15:49:05,Atm,338353,5491,"27.517871, 82.502345"
T101162,C11876,Savings,BR-015,Deposit,59301,2023-07-02 20:38:47,Atm,28877,8977,"27.731185, 85.436257"
T101163,C11461,Current,BR-006,Deposit,32365,2025-01-23 09:10:13,Internet,190073,6909,"29.089427, 87.286344"
T101164,C10615,Savings,BR-006,Transfer,43972,2024-11-04 02:22:13,Atm,360281,5380,"28.841846, 86.87736"
T101165,C11363,Savings,BR-004,Transfer,46297,2024-03-13 13:50:31,Qr,301228,5328,"27.882733, 85.851576"
T101166,C12071,Business,BR-018,Deposit,55280,2024-02-17 20:57:17,Counter,344924,4677,"29.184981, 87.317197"
T101167,C11272,Business,BR-015,Online Payment,23810 USD,2025-04-24 15:17:20,Internet,487108,9425,"28.086633, 81.087054"
T101168,C11562,Current,BR-019,Transfer,29586,2024-05-08 08:08:24,Qr,148878,6885,"29.692693, 81.673114"
T101169,C10330,Business,BR-014,Online Payment,72007,2024-03-28 02:26:55,Internet,220707,3511,"29.659434, 82.922774"
T101170,C10411,Savings,BR-017,Deposit,71995 USD,2024-11-16 02:11:44,Counter,242249,8143,"29.020358, 85.473108"
T101171,C10314,Business,BR-016,Withdrawal,64535,2024-11-25 18:09:38,Counter,38034,9998,"28.247698, 85.177615"
T101172,C12064,Current,BR-006,Transfer,40731,2023-12-08 23:33:13,Mobile Banking,172389,9005,"26.339651, 82.523295"
T101173,C11629,Savings,BR-006,Withdrawal,20203,2025-05-15 07:50:08,Mobile Banking,318612,3751,"26.812139, 81.212136"
T101174,C10044,Current,BR-016,Transfer,64872,2024-02-19 16:48:12,Qr,413310,6275,"29.49036, 87.733946"
T101175,C10548,Business,BR-001,Deposit,14482,2023-08-17 15:52:58,Internet,189868,7527,"28.152318, 80.933441"
T101176,C10350,Business,BR-011,Transfer,84391,2023-12-14 20:49:05,Atm,11589,6535,"26.733779, 84.087513"
T101177,C11507,Current,BR-020,Online Payment,3856,2024-01-24 06:12:04,Qr,58221,9173,"26.890807, 87.532941"
T101178,C11526,Business,BR-012,Withdrawal,20709,2024-09-01 22:46:56,Internet,256927,6787,"28.087778, 86.015061"
T101179,C11730,Business,BR-001,Withdrawal,16578,2023-10-29 00:22:30,Counter,264801,3981,"26.331371, 84.747112"
T101180,C10948,Business,BR-004,Online Payment,39766,2023-06-10 04:33:04,Qr,361444,4269,"28.747672, 82.807901"
T101181,C12902,Business,BR-019,Withdrawal,75783,2023-11-22 03:04:22,Internet,118229,8286,"29.123793, 87.628461"
T101182,C10150,Current,BR-006,Transfer,99197,2024-10-19 14:08:39,Qr,302675,2631,"29.007711, 85.099365"
T101183,C10293,Savings,BR-015,Withdrawal,71415 USD,2023-12-15 04:39:57,Internet,53227,9652,"27.856316, 85.459228"
T101184,C10483,Current,BR-012,Online Payment,77934,2024-06-11 12:32:21,Counter,266308,5241,"28.176063, 87.159671"
T101185,C11838,Current,BR-018,Transfer,14253,2024-03-06 22:15:22,Mobile Banking,94078,9116,"28.738876, 81.943787"
T101186,C10459,Current,BR-017,Transfer,76425,2025-01-04 10:43:25,Internet,478189,7917,"28.841807, 86.467432"
T101187,C12113,Business,BR-006,Online Payment,13099,2024-06-11 17:54:29,Qr,304391,2517,"29.319039, 85.243852"
T101188,C10862,Savings,BR-012,Deposit,55418,2025-01-19 15:21:54,Internet,236113,1307,"26.210497, 85.110237"
T101189,C10220,Savings,BR-007,Transfer,914,2025-02-22 16:19:52,Qr,413817,3540,"29.461299, 84.043559"
T101190,C10965,Business,BR-012,Deposit,76177,2024-01-03 22:50:34,Mobile Banking,488182,8793,"27.120898, 87.124731"
T101191,C12531,Current,BR-012,Online Payment,90574,2025-02-01 05:22:21,Atm,51599,2901,"29.274866, 82.001361"
T101192,C11461,Savings,BR-005,Deposit,2543,2023-07-07 19:54:35,Mobile Banking,465761,4989,"28.930586, 84.503458"
T101193,C11154,Current,BR-012,Online Payment,76093,2024-03-04 12:22:39,Counter,247367,9364,"28.428168, 84.770413"
T101194,C12213,Current,BR-014,Deposit,76016,2024-03-20 15:31:53,Atm,398768,4434,"26.401925, 83.433254"
T101195,C11173,Business,BR-018,Online Payment,73419,2023-07-09 09:52:28,Internet,403633,2393,"28.587401, 84.286892"
T101196,C10716,Current,BR-009,Transfer,17468,2024-07-05 21:34:42,Mobile Banking,190651,4895,"29.003729, 86.950042"
T101197,C11450,Savings,BR-013,Deposit,15428,2025-01-01 09:27:39,Qr,69207,4285,"27.077114, 81.4883"
T101198,C10630,Current,BR-019,Withdrawal,57042,2023-09-05 14:59:11,Counter,335199,4389,"29.167642, 81.506357"
T101199,C12360,Business,BR-013,Online Payment,91851,2024-01-20 03:20:24,Counter,365410,3058,"28.370603, 81.287087"
T101200,C12281,Current,BR-003,Online Payment,99231,2023-09-12 04:36:39,Mobile Banking,341414,7921,"29.390179, 87.057544"
T101201,C12927,Savings,BR-013,Deposit,27406,2023-11-05 07:56:14,Mobile Banking,112426,1927,"29.675664, 82.470244"
T101202,C12717,Business,BR-018,Transfer,85551,2023-12-24 07:41:44,Internet,135794,6476,"29.698657, 87.023225"
T101203,C10014,Business,BR-012,Deposit,40015,2024-03-19 22:30:11,Qr,333586,9728,"27.278801, 84.635351"
T101204,C10217,Business,BR-002,Deposit,37319,2024-09-24 13:14:36,Qr,358776,2966,"26.277565, 85.691545"
T101205,C10463,Business,BR-009,Withdrawal,80979,2023-12-22 15:42:18,Mobile Banking,172103,8591,"28.18285, 82.881402"
T101206,C12677,Current,BR-010,Deposit,64744,2025-02-15 10:01:31,Internet,211307,9421,"26.150044, 81.856197"
T101207,C10899,Savings,BR-003,Transfer,60379,2024-05-30 22:44:06,Atm,22438,7947,"26.490215, 80.150462"
T101208,C12054,Business,BR-014,Transfer,53128,2023-12-03 00:25:10,Internet,59819,7971,"29.031286, 84.367516"
T101209,C11353,Business,BR-003,Withdrawal,226,2024-12-15 13:43:15,Qr,44856,1997,"27.090245, 86.985089"
T101210,C12716,Savings,BR-012,Transfer,52429,2024-11-17 03:05:40,Internet,427792,7501,"27.752826, 83.931714"
T101211,C12811,Business,BR-013,Online Payment,27732,2024-01-27 21:33:46,Atm,305082,3725,"28.330783, 86.883767"
T101212,C10959,Current,BR-015,Withdrawal,65410,2023-12-27 03:24:55,Counter,443244,3970,"27.00177, 81.683697"
T101213,C10566,Business,BR-017,Online Payment,55276,2024-07-19 18:24:56,Counter,60807,4738,"27.598747, 86.957948"
T101214,C11165,Business,BR-012,Withdrawal,86166,2024-07-20 14:24:30,Qr,313021,6289,"27.420611, 85.215574"
T101215,C10286,Business,BR-006,Deposit,44427,2025-03-04 04:52:03,Atm,491999,5506,"26.422074, 81.294737"
T101216,C11821,Savings,BR-004,Online Payment,69004,2023-09-10 21:57:33,Qr,44461,6063,"27.174163, 83.008606"
T101217,C11702,Current,BR-020,Deposit,3897,2024-10-02 05:43:42,Atm,94474,9859,"29.135054, 84.430975"
T101218,C12782,Business,BR-018,Deposit,47982,2025-05-15 06:41:35,Mobile Banking,434685,4900,"26.610061, 80.382089"
T101219,C11595,Savings,BR-004,Online Payment,13818,2025-02-17 14:29:25,Qr,346280,9886,"26.964951, 80.477531"
T101220,C12827,Savings,BR-001,Deposit,34660,2025-05-03 18:21:46,Atm,283579,7844,"29.442981, 82.09225"
T101221,C11422,Savings,BR-005,Online Payment,76689,2024-06-05 06:39:54,Mobile Banking,216189,2291,"28.46557, 83.174427"
T101222,C10926,Current,BR-010,Online Payment,22216,2025-04-14 17:23:49,Mobile Banking,408407,8986,"28.565214, 86.966589"
T101223,C10877,Savings,BR-019,Deposit,36344,2023-06-04 17:45:31,Counter,347870,5078,"29.32653, 86.373056"
T101224,C12552,Current,BR-003,Online Payment,1745,2025-02-23 17:49:56,Counter,255730,5170,"29.905172, 82.872192"
T101225,C10895,Savings,BR-016,Deposit,47623,2025-02-14 13:48:12,Counter,247732,3908,"28.268887, 82.521619"
T101226,C10711,Current,BR-007,Deposit,19356,2024-02-11 09:08:53,Mobile Banking,421602,3306,"29.668299, 82.011574"
T101227,C12036,Current,BR-014,Transfer,53273,2023-12-09 16:56:32,Atm,163793,9714,"26.338061, 83.347875"
T101228,C12780,Current,BR-018,Deposit,37530,2024-10-01 05:46:31,Atm,55786,8997,"26.421855, 83.91787"
T101229,C10478,Current,BR-011,Online Payment,39382,2023-12-18 23:08:54,Counter,276848,1734,"28.928494, 84.226008"
T101230,C12809,Current,BR-014,Transfer,63474,2024-07-17 12:46:52,Counter,57635,1668,"29.804692, 87.291603"
T101231,C10460,Savings,BR-007,Transfer,68344,2024-07-16 18:11:03,Counter,396339,1705,"27.508933, 81.743457"
T101232,C10590,Current,BR-007,Deposit,11794,2024-02-25 22:26:48,Qr,353854,6589,"26.240557, 87.060535"
T101233,C11480,Savings,BR-013,Deposit,56364,2023-12-27 10:59:40,Internet,241909,4331,"26.713501, 84.884238"
T101234,C12014,Business,BR-001,Withdrawal,75160,2025-01-08 05:01:55,Internet,246984,2285,"27.723057, 82.987582"
T101235,C12241,Savings,BR-006,Withdrawal,97516,2024-05-31 23:29:24,Internet,326137,5479,"26.663075, 87.179641"
T101236,C10591,Business,BR-013,Transfer,57645,2024-10-04 14:46:53,Counter,113752,6036,"26.809852, 86.080221"
T101237,C11499,Current,BR-011,Deposit,39324,2023-09-28 23:14:41,Atm,212194,3045,"27.620633, 85.467621"
T101238,C12133,Current,BR-007,Transfer,98045,2024-06-08 11:19:09,Internet,229584,3307,"29.031415, 80.527465"
T101239,C11167,Savings,BR-010,Transfer,13324,2025-01-06 17:17:12,Atm,419632,4101,"29.675627, 80.323631"
T101240,C11727,Business,BR-018,Transfer,40838,2023-08-19 06:13:37,Mobile Banking,133886,9588,"29.829911, 85.967912"
T101241,C10023,Business,BR-018,Online Payment,25250,2023-11-29 10:10:34,Counter,79537,8921,"29.277684, 87.064706"
T101242,C11463,Savings,BR-005,Online Payment,63831,2023-06-26 05:59:16,Internet,313402,6872,"27.935991, 85.568194"
T101243,C12249,Savings,BR-007,Online Payment,49788,2023-11-13 05:29:37,Qr,148580,9023,"29.937945, 81.79275"
T101244,C10265,Business,BR-019,Deposit,73609,2024-12-13 05:17:17,Internet,86166,5043,"29.826899, 85.247524"
T101245,C10338,Business,BR-004,Deposit,8677,2024-08-16 07:48:02,Internet,210988,1527,"27.170127, 82.696359"
T101246,C11988,Current,BR-012,Deposit,8170,2024-03-25 23:40:53,Counter,376854,9601,"28.332309, 81.735325"
T101247,C12157,Business,BR-014,Withdrawal,8766,2024-12-19 04:18:46,Qr,298843,8558,"29.260533, 84.962425"
T101248,C11618,Current,BR-003,Transfer,57861,2025-05-12 18:14:45,Mobile Banking,309479,2705,"29.761209, 80.180254"
T101249,C10401,Current,BR-005,Deposit,36468,2023-08-05 20:16:13,Internet,309950,2555,"26.943778, 85.103441"
T101250,C11380,Current,BR-016,Transfer,6883,2024-01-20 22:16:34,Atm,340997,2021,"29.322216, 83.484428"
T101251,C12487,Current,BR-007,Withdrawal,42014,2025-02-28 14:36:00,Counter,195840,6909,"29.204417, 87.087141"
T101252,C12260,Business,BR-003,Deposit,70607,2025-05-05 01:38:18,Mobile Banking,298883,8881,"26.209378, 80.454118"
T101253,C12796,Current,BR-015,Deposit,79126,2025-05-19 05:14:21,Qr,35785,8836,"27.93445, 84.893542"
T101254,C11181,Savings,BR-019,Transfer,67626,2024-06-19 20:58:08,Counter,164052,7759,"29.688257, 87.313363"
T101255,C10485,Business,BR-017,Withdrawal,70935,2024-10-04 12:19:31,Counter,483551,6299,"29.554138, 87.908949"
T101256,C11967,Current,BR-017,Deposit,45865,2025-03-13 05:15:49,Qr,232791,3442,"27.59822, 81.875725"
T101257,C10242,Current,BR-018,Online Payment,20056,2024-02-07 08:04:47,Atm,488918,9669,"26.660085, 87.356269"
T101258,C11494,Savings,BR-017,Deposit,87995,2023-10-22 13:01:21,Counter,348160,2974,"27.131626, 86.850064"
T101259,C10227,Savings,BR-002,Online Payment,46340,2024-03-07 13:33:17,Mobile Banking,395825,3031,"29.43182, 86.749838"
T101260,C12419,Savings,BR-019,Withdrawal,37248,2023-07-24 06:46:00,Internet,67253,1649,"27.685816, 82.839609"
T101261,C11769,Business,BR-012,Online Payment,94370,2023-05-31 04:28:39,Mobile Banking,479697,4971,"29.53108, 84.420521"
T101262,C11822,Business,BR-002,Online Payment,4857,2024-05-02 23:24:49,Mobile Banking,92128,4007,"26.856241, 85.567408"
T101263,C12844,Business,BR-002,Online Payment,19197,2025-02-22 06:36:46,Mobile Banking,422357,6382,"26.513881, 81.333441"
T101264,C12395,Business,BR-010,Withdrawal,10495,2023-10-21 02:09:52,Qr,162081,7212,"26.517756, 82.454833"
T101265,C12258,Business,BR-001,Withdrawal,16341,2024-12-31 00:44:25,Qr,390725,8795,"28.046013, 83.715779"
T101266,C12783,Savings,BR-007,Deposit,27796,2024-12-13 20:06:33,Internet,111966,2250,"26.815616, 87.110399"
T101267,C12914,Business,BR-015,Online Payment,70580,2025-04-09 16:26:57,Qr,138854,9527,"29.727846, 81.403527"
T101268,C11485,Business,BR-008,Online Payment,46263,2023-09-11 11:11:58,Atm,486288,4002,"29.450646, 85.351296"
T101269,C12852,Business,BR-002,Online Payment,19916,2023-07-11 20:53:27,Atm,100352,2878,"26.883908, 87.971014"
T101270,C12156,Current,BR-005,Withdrawal,49940,2023-06-01 20:49:48,Counter,420149,8827,"26.568121, 82.939825"
T101271,C11185,Savings,BR-018,Online Payment,52953,2025-01-20 13:58:22,Counter,340298,4925,"28.532582, 83.365787"
T101272,C12941,Business,BR-007,Deposit,25017,2025-02-06 20:26:11,Mobile Banking,140379,4311,"27.469318, 85.25059"
T101273,C10312,Current,BR-002,Transfer,96831,2024-04-17 08:49:43,Mobile Banking,224279,8851,"29.161314, 83.04223"
T101274,C12473,Business,BR-011,Deposit,21666,2024-03-10 10:36:12,Internet,238281,3045,"28.508503, 80.514071"
T101275,C11026,Business,BR-006,Transfer,75552,2025-03-31 14:11:31,Counter,109297,9425,"28.157678, 82.690989"
T101276,C10804,Business,BR-018,Deposit,62923,2023-10-05 05:40:27,Internet,207946,6407,"29.151094, 80.624074"
T101277,C10855,Current,BR-004,Deposit,20906,2024-10-30 07:33:34,Atm,39346,5780,"26.687362, 84.604031"
T101278,C12793,Savings,BR-001,Transfer,75620,2023-08-24 02:49:14,Counter,113138,1854,"29.368872, 86.709718"
T101279,C12535,Savings,BR-013,Transfer,1859,2023-09-07 02:48:46,Internet,313916,6640,"27.911401, 81.021241"
T101280,C10964,Current,BR-013,Deposit,42049,2023-09-25 21:55:55,Counter,466300,6477,"28.45197, 84.179233"
T101281,C10864,Current,BR-007,Withdrawal,92474,2025-03-12 13:09:35,Counter,41149,5466,"27.030308, 83.526788"
T101282,C12118,Current,BR-007,Withdrawal,2582,2025-03-06 00:37:34,Atm,349844,3675,"29.304903, 85.459387"
T101283,C12641,Current,BR-004,Online Payment,24542,2024-02-03 19:58:14,Atm,159598,7969,"26.602654, 87.078663"
T101284,C11103,Business,BR-004,Transfer,33819,2024-02-17 21:01:12,Mobile Banking,359902,9322,"27.491115, 82.453711"
T101285,C12222,Current,BR-013,Online Payment,58166,2024-01-13 04:28:02,Internet,479928,4522,"28.102538, 82.873786"
T101286,C12431,Current,BR-002,Transfer,93601,2025-05-03 02:16:07,Mobile Banking,129447,5263,"29.372987, 83.139149"
T101287,C11795,Business,BR-019,Transfer,2179,2024-03-03 02:02:50,Counter,462693,2788,"27.299015, 81.835735"
T101288,C12909,Current,BR-003,Online Payment,2817,2025-01-31 22:12:18,Mobile Banking,6695,8879,"28.146652, 85.033014"
T101289,C12738,Business,BR-013,Withdrawal,59776,2024-05-05 01:24:21,Internet,40169,5144,"29.972192, 86.488773"
T101290,C12973,Current,BR-011,Transfer,28052,2023-11-03 11:24:41,Atm,311091,7082,"29.636948, 82.336385"
T101291,C11055,Business,BR-018,Deposit,86544,2024-10-25 06:55:14,Counter,179296,6794,"27.793116, 86.900463"
T101292,C11835,Savings,BR-019,Online Payment,42560,2024-11-28 13:39:03,Internet,309009,3430,"27.396526, 84.864545"
T101293,C11450,Business,BR-015,Transfer,90497,2025-04-01 19:36:28,Mobile Banking,157625,8662,"29.089518, 87.000357"
T101294,C10432,Current,BR-005,Transfer,72947,2024-06-16 18:49:52,Counter,367645,9528,"27.864194, 83.504083"
